Id,Distance,StationFromUid,StationToUid,Time
54376,1607,2585929,2585931,366
54377,1177,2585929,2585932,290
54378,4482,2585929,2585972,1079
54379,5782,2585929,2585968,1246
54380,4828,2585929,2585967,1040
54381,692,2585929,2585937,185
54382,1639,2585929,2585938,350
54383,1961,2585929,2585939,443
54384,3572,2585929,2585942,728
54385,5735,2585929,2585943,1243
54386,3574,2585929,2585945,725
54387,4694,2585929,2585947,945
54388,9783,2585929,3318717,2068
54389,4198,2585929,2585951,913
54390,4926,2585929,2585954,1041
54391,5415,2585929,2585955,1167
54392,4960,2585929,2585956,1037
54393,5134,2585929,2585958,1064
54394,4273,2585929,2585960,1001
54395,3566,2585929,2585961,812
54396,5328,2585929,2585963,1236
54397,5141,2585929,2585964,1097
54398,952,2585929,2585936,220
54399,2215,2585929,2585934,503
54400,5130,2585929,2585953,1116
54401,9462,2585929,3318711,1989
54402,10844,2585929,3318701,2316
54403,17420,2585929,5291656,3615
54404,24250,2585929,5291665,4985
54405,25123,2585929,5291667,5109
54406,25549,2585929,6860417,5241
54407,28748,2585929,6903044,5837
54408,5653,2585929,3470029,1418
54409,7805,2585929,3454384,1612
54410,9182,2585929,3318744,1938
54411,7830,2585929,2685274,1616
54412,12125,2585929,2586272,2596
54413,18745,2585929,5291649,3911
54414,12775,2585929,2675985,2727
54415,4962,2585929,2685255,1248
54416,790,2585929,2685262,175
54417,5751,2585929,2685263,1266
54418,14314,2585929,2685269,3085
54419,10185,2585929,3110680,2135
54420,8268,2585929,3318732,1748
54421,8682,2585929,3318614,1881
54422,8121,2585929,3318682,1724
54423,8339,2585929,3318688,1801
54424,9171,2585929,3318697,2065
54425,6919,2585929,2676298,1570
54426,11443,2585929,4807409,2651
54427,12790,2585929,4807401,2954
54428,6289,2585929,2585987,1376
54429,6930,2585929,2586001,1480
54430,5936,2585929,2585990,1277
54431,6186,2585929,2585992,1333
54432,5830,2585929,2585994,1301
54433,5445,2585929,2585995,1238
54434,5986,2585929,2585996,1331
54435,6374,2585929,2585997,1429
54436,6541,2585929,2586000,1430
54437,13463,2585929,2586044,2715
54438,10634,2585929,2585984,2504
54439,9460,2585929,2586268,1989
54440,8573,2585929,2586270,1837
54441,18967,2585929,3559966,3907
54442,7969,2585929,4215025,1785
54443,8109,2585929,4393742,1893
54444,15993,2585929,4585378,3457
54445,18960,2585929,4729149,4152
54446,16987,2585929,4807340,3751
54447,15839,2585929,4807350,3560
54448,15011,2585929,4807388,3369
54449,13923,2585929,4807395,3201
54450,5991,2585929,2585971,1253
54451,5071,2585929,2585983,1130
54452,5460,2585929,2585982,1173
54453,7815,2585929,2586018,1614
54454,8842,2585929,2586019,1839
54455,9526,2585929,2586021,1958
54456,8276,2585929,2586022,1722
54457,8812,2585929,2586024,1865
54458,11104,2585929,2586026,2299
54459,12591,2585929,2586028,2626
54460,10185,2585929,2586030,2206
54461,4864,2585929,2586031,1074
54462,9594,2585929,2586032,2009
54463,8147,2585929,2586014,1768
54464,11693,2585929,2586034,2362
54465,12230,2585929,2586039,2578
54466,12950,2585929,2586042,2646
54467,8602,2585929,2586009,1900
54468,7673,2585929,2586005,1722
54469,6806,2585929,2586003,1449
54470,6549,2585929,2585985,1422
54471,4293,2585929,2585974,945
54472,4985,2585929,2585975,1088
54473,9977,2585929,2585978,2163
54474,6575,2585929,2585981,1428
54475,10877,2585929,2586037,2345
54476,4941,2585929,2586012,1086
54477,9335,2585929,2586011,1989
54478,12453,2585929,2586045,2639
54479,28746,2585929,6926354,5836
54480,28749,2585929,6950077,5837
54481,1884,2585928,2585929,407
54482,5713,2585928,2585967,1134
54483,1864,2585928,2585937,348
54484,1520,2585928,2585938,283
54485,2846,2585928,2585939,537
54486,3740,2585928,2585942,762
54487,6620,2585928,2585943,1337
54488,3742,2585928,2585945,734
54489,4542,2585928,2585947,890
54490,4366,2585928,2585951,948
54491,4842,2585928,2585953,978
54492,6667,2585928,2585968,1340
54493,5094,2585928,2585954,1076
54494,5846,2585928,2585956,1131
54495,6019,2585928,2585958,1158
54496,5158,2585928,2585960,1095
54497,4451,2585928,2585961,906
54498,6214,2585928,2585963,1330
54499,6026,2585928,2585964,1192
54500,2702,2585928,2585936,492
54501,1832,2585928,2585934,371
54502,901,2585928,2585932,176
54503,1407,2585928,2585931,269
54504,6301,2585928,2585955,1261
54505,5368,2585928,2585972,1173
54506,10668,2585928,3318717,2163
54507,26008,2585928,5291667,5203
54508,26434,2585928,6860417,5336
54509,29634,2585928,6903044,5931
54510,7478,2585928,3470029,1752
54511,8690,2585928,3454384,1706
54512,10067,2585928,3318744,2032
54513,8715,2585928,2685274,1711
54514,13010,2585928,2586272,2691
54515,13660,2585928,2675985,2821
54516,7804,2585928,2676298,1665
54517,25135,2585928,5291665,5079
54518,6787,2585928,2685255,1582
54519,6636,2585928,2685263,1360
54520,15199,2585928,2685269,3179
54521,11071,2585928,3110680,2229
54522,9154,2585928,3318732,1842
54523,9568,2585928,3318614,1975
54524,9006,2585928,3318682,1818
54525,9225,2585928,3318688,1895
54526,10057,2585928,3318697,2159
54527,11729,2585928,3318701,2410
54528,10347,2585928,3318711,2084
54529,1314,2585928,2685262,249
54530,18306,2585928,5291656,3709
54531,19630,2585928,5291649,4005
54532,6821,2585928,2585990,1371
54533,7072,2585928,2585992,1427
54534,6715,2585928,2585994,1395
54535,5772,2585928,2585995,1209
54536,6087,2585928,2585996,1284
54537,7259,2585928,2585997,1524
54538,7427,2585928,2586000,1524
54539,14349,2585928,2586044,2809
54540,10345,2585928,2586268,2083
54541,6877,2585928,2585971,1348
54542,7815,2585928,2586001,1574
54543,9458,2585928,2586270,1931
54544,8855,2585928,4215025,1879
54545,8995,2585928,4393742,1987
54546,16879,2585928,4585378,3552
54547,18640,2585928,4729149,3865
54548,18813,2585928,4807340,4085
54549,17664,2585928,4807350,3895
54550,16836,2585928,4807388,3703
54551,15749,2585928,4807395,3535
54552,14616,2585928,4807401,3289
54553,13268,2585928,4807409,2985
54554,19853,2585928,3559966,4001
54555,7175,2585928,2585987,1471
54556,12459,2585928,2585984,2838
54557,10411,2585928,2586021,2053
54558,9161,2585928,2586022,1816
54559,9697,2585928,2586024,1959
54560,11989,2585928,2586026,2393
54561,13477,2585928,2586028,2720
54562,11070,2585928,2586030,2301
54563,5750,2585928,2586031,1168
54564,10479,2585928,2586032,2104
54565,12578,2585928,2586034,2456
54566,11763,2585928,2586037,2439
54567,9727,2585928,2586019,1933
54568,13115,2585928,2586039,2672
54569,9488,2585928,2586009,1994
54570,8558,2585928,2586005,1816
54571,7691,2585928,2586003,1544
54572,7434,2585928,2585985,1517
54573,5179,2585928,2585974,1039
54574,5870,2585928,2585975,1182
54575,10862,2585928,2585978,2257
54576,7461,2585928,2585981,1523
54577,6345,2585928,2585982,1267
54578,5956,2585928,2585983,1224
54579,13836,2585928,2586042,2740
54580,8700,2585928,2586018,1708
54581,9032,2585928,2586014,1862
54582,5826,2585928,2586012,1180
54583,10221,2585928,2586011,2083
54584,13338,2585928,2586045,2734
54585,29631,2585928,6926354,5930
54586,29634,2585928,6950077,5931
54587,4579,2585926,2585929,989
54588,4560,2585926,2585937,928
54589,4203,2585926,2585938,861
54590,5175,2585926,2585939,1076
54591,5010,2585926,2585942,1001
54592,7914,2585926,2585943,1599
54593,5012,2585926,2585945,997
54594,6132,2585926,2585947,1218
54595,6165,2585926,2585951,1256
54596,6141,2585926,2585953,1288
54597,6893,2585926,2585954,1384
54598,7007,2585926,2585967,1396
54599,7594,2585926,2585955,1523
54600,7313,2585926,2585958,1420
54601,6452,2585926,2585960,1357
54602,5693,2585926,2585961,1115
54603,7507,2585926,2585963,1592
54604,7320,2585926,2585964,1453
54605,5397,2585926,2585936,1071
54606,2843,2585926,2585934,627
54607,3519,2585926,2585932,743
54608,3114,2585926,2585931,647
54609,2950,2585926,2585928,594
54610,7139,2585926,2585956,1392
54611,7961,2585926,2585968,1601
54612,6661,2585926,2585972,1435
54613,27728,2585926,6860417,5597
54614,30927,2585926,6903044,6192
54615,10173,2585926,3470029,2334
54616,11359,2585926,3454384,2325
54617,11360,2585926,3318744,2294
54618,11384,2585926,2685274,2329
54619,14303,2585926,2586272,2952
54620,14953,2585926,2675985,3083
54621,9097,2585926,2676298,1926
54622,9483,2585926,2685255,2163
54623,27301,2585926,5291667,5465
54624,4009,2585926,2685262,829
54625,16493,2585926,2685269,3440
54626,13739,2585926,3110680,2847
54627,10447,2585926,3318732,2104
54628,10861,2585926,3318614,2236
54629,10299,2585926,3318682,2080
54630,10518,2585926,3318688,2156
54631,11350,2585926,3318697,2421
54632,13023,2585926,3318701,2672
54633,11641,2585926,3318711,2345
54634,11961,2585926,3318717,2424
54635,7929,2585926,2685263,1621
54636,26428,2585926,5291665,5340
54637,19599,2585926,5291656,3970
54638,8944,2585926,2585992,1806
54639,8310,2585926,2585994,1700
54640,7835,2585926,2585995,1615
54641,8151,2585926,2585996,1691
54642,9294,2585926,2585997,1889
54643,9078,2585926,2586000,1855
54644,17017,2585926,2586044,3427
54645,11639,2585926,2586268,2345
54646,8170,2585926,2585971,1609
54647,10752,2585926,2586270,2193
54648,9490,2585926,2585990,1990
54649,21146,2585926,3559966,4262
54650,10288,2585926,4393742,2248
54651,18172,2585926,4585378,3813
54652,19933,2585926,4729149,4126
54653,21508,2585926,4807340,4666
54654,20360,2585926,4807350,4476
54655,19531,2585926,4807388,4285
54656,18444,2585926,4807395,4116
54657,17311,2585926,4807401,3870
54658,15963,2585926,4807409,3567
54659,20923,2585926,5291649,4267
54660,10148,2585926,4215025,2140
54661,10483,2585926,2586001,2193
54662,9843,2585926,2585987,2089
54663,11830,2585926,2586022,2435
54664,12366,2585926,2586024,2578
54665,14657,2585926,2586026,3011
54666,13361,2585926,2586028,2838
54667,12364,2585926,2586030,2562
54668,8035,2585926,2586031,1682
54669,13148,2585926,2586032,2722
54670,15247,2585926,2586034,3075
54671,13056,2585926,2586037,2700
54672,14408,2585926,2586039,2934
54673,13079,2585926,2586021,2671
54674,16504,2585926,2586042,3358
54675,11227,2585926,2586005,2434
54676,10359,2585926,2586003,2162
54677,10103,2585926,2585985,2135
54678,6472,2585926,2585974,1301
54679,7163,2585926,2585975,1444
54680,13531,2585926,2585978,2876
54681,8754,2585926,2585981,1784
54682,7638,2585926,2585982,1529
54683,8657,2585926,2585983,1786
54684,15154,2585926,2585984,3420
54685,12156,2585926,2586009,2613
54686,12396,2585926,2586019,2552
54687,11369,2585926,2586018,2326
54688,10326,2585926,2586014,2123
54689,7119,2585926,2586012,1441
54690,12889,2585926,2586011,2701
54691,14631,2585926,2586045,2995
54692,30925,2585926,6926354,6192
54693,30928,2585926,6950077,6192
54694,3977,2585925,2585929,1131
54695,5438,2585925,2585938,1371
54696,6421,2585925,2585939,1303
54697,7371,2585925,2585942,1749
54698,6215,2585925,2585943,1214
54699,7965,2585925,2585945,1640
54700,8336,2585925,2585947,1704
54701,9626,2585925,2585951,1928
54702,8929,2585925,2585953,2137
54703,9468,2585925,2585954,1906
54704,5367,2585925,2585955,1133
54705,4492,2585925,2585937,1206
54706,6023,2585925,2585956,1274
54707,6823,2585925,2585960,1394
54708,7345,2585925,2585961,1531
54709,6599,2585925,2585963,1421
54710,6861,2585925,2585964,1398
54711,3993,2585925,2585936,1140
54712,6014,2585925,2585934,1524
54713,4976,2585925,2585932,1311
54714,5406,2585925,2585931,1387
54715,9456,2585925,2585926,1881
54716,5092,2585925,2585928,1334
54717,6345,2585925,2585958,1311
54718,7169,2585925,2585967,1453
54719,6691,2585925,2585968,1395
54720,28785,2585925,6903044,5794
54721,4596,2585925,3470029,1074
54722,9845,2585925,3454384,1922
54723,8982,2585925,3318744,1908
54724,9870,2585925,2685274,1926
54725,12320,2585925,2586272,2540
54726,12678,2585925,2675985,2633
54727,6776,2585925,2676298,1523
54728,3905,2585925,2685255,903
54729,4589,2585925,2685262,1196
54730,25586,2585925,6860417,5198
54731,6926,2585925,2685263,1452
54732,12309,2585925,3110680,2525
54733,8368,2585925,3318732,1724
54734,9181,2585925,3318614,1797
54735,8005,2585925,3318682,1663
54736,8838,2585925,3318688,1718
54737,9670,2585925,3318697,1982
54738,10820,2585925,3318701,2275
54739,9653,2585925,3318711,1976
54740,9958,2585925,3318717,2073
54741,7530,2585925,2585972,1564
54742,14218,2585925,2685269,2990
54743,25160,2585925,5291667,5066
54744,24287,2585925,5291665,4941
54745,8668,2585925,2585994,1846
54746,8933,2585925,2585995,1948
54747,9356,2585925,2585996,1962
54748,8214,2585925,2585997,1838
54749,8985,2585925,2586000,1847
54750,14762,2585925,2586044,2923
54751,9651,2585925,2586268,1976
54752,6846,2585925,2585971,1455
54753,9072,2585925,2586270,1754
54754,19004,2585925,3559966,3864
54755,8210,2585925,2585992,1786
54756,8097,2585925,4215025,1791
54757,15897,2585925,4585378,3363
54758,17903,2585925,4729149,3808
54759,15930,2585925,4807340,3407
54760,14782,2585925,4807350,3216
54761,13954,2585925,4807388,3025
54762,12867,2585925,4807395,2857
54763,11734,2585925,4807401,2610
54764,10386,2585925,4807409,2307
54765,18782,2585925,5291649,3868
54766,17457,2585925,5291656,3572
54767,8608,2585925,4393742,1810
54768,7776,2585925,2585990,1686
54769,8486,2585925,2586001,1692
54770,11127,2585925,2586024,2229
54771,13227,2585925,2586026,2690
54772,15619,2585925,2586028,3155
54773,10684,2585925,2586030,2123
54774,8239,2585925,2586031,1666
54775,11098,2585925,2586032,2227
54776,13819,2585925,2586034,2791
54777,11376,2585925,2586037,2262
54778,12728,2585925,2586039,2495
54779,13515,2585925,2586042,2703
54780,9876,2585925,2586022,1951
54781,10726,2585925,2586009,2291
54782,8929,2585925,2586003,1840
54783,7145,2585925,2585985,1411
54784,7719,2585925,2585974,1597
54785,7367,2585925,2585975,1511
54786,12354,2585925,2585978,2529
54787,7430,2585925,2585981,1630
54788,7297,2585925,2585982,1576
54789,7782,2585925,2585983,1657
54790,9577,2585925,2585984,2160
54791,7480,2585925,2585987,1469
54792,9797,2585925,2586005,2113
54793,11649,2585925,2586021,2349
54794,10966,2585925,2586019,2230
54795,9855,2585925,2586018,1924
54796,8646,2585925,2586014,1685
54797,7856,2585925,2586012,1599
54798,11459,2585925,2586011,2379
54799,12951,2585925,2586045,2556
54800,28783,2585925,6926354,5793
54801,28786,2585925,6950077,5794
54802,6267,2585924,2585929,1532
54803,8711,2585924,2585939,1704
54804,12028,2585924,2585942,2283
54805,9223,2585924,2585943,1650
54806,10974,2585924,2585945,2076
54807,11344,2585924,2585947,2140
54808,12634,2585924,2585951,2364
54809,11219,2585924,2585953,2538
54810,12476,2585924,2585954,2342
54811,8376,2585924,2585955,1569
54812,9031,2585924,2585956,1710
54813,7728,2585924,2585938,1772
54814,9353,2585924,2585958,1747
54815,10353,2585924,2585961,1966
54816,9607,2585924,2585963,1857
54817,9870,2585924,2585964,1834
54818,6283,2585924,2585936,1541
54819,8304,2585924,2585934,1925
54820,7266,2585924,2585932,1711
54821,7696,2585924,2585931,1788
54822,2290,2585924,2585925,401
54823,9152,2585924,2585926,1827
54824,7382,2585924,2585928,1734
54825,9831,2585924,2585960,1830
54826,6782,2585924,2585937,1607
54827,10178,2585924,2585967,1888
54828,5921,2585924,3470029,1094
54829,12853,2585924,3454384,2358
54830,11827,2585924,3318744,2249
54831,12878,2585924,2685274,2362
54832,13677,2585924,2586272,2791
54833,14327,2585924,2675985,2922
54834,9621,2585924,2676298,1864
54835,6278,2585924,2685255,1150
54836,6879,2585924,2685262,1597
54837,9934,2585924,2685263,1888
54838,31794,2585924,6903044,6229
54839,15866,2585924,2685269,3279
54840,11213,2585924,3318732,2065
54841,12189,2585924,3318614,2233
54842,10850,2585924,3318682,2004
54843,11846,2585924,3318688,2154
54844,12678,2585924,3318697,2418
54845,13558,2585924,3318701,2641
54846,12176,2585924,3318711,2314
54847,12497,2585924,3318717,2393
54848,10538,2585924,2585972,2000
54849,9699,2585924,2585968,1831
54850,15317,2585924,3110680,2961
54851,28594,2585924,6860417,5634
54852,28168,2585924,5291667,5502
54853,11941,2585924,2585995,2384
54854,12364,2585924,2585996,2398
54855,11222,2585924,2585997,2274
54856,11994,2585924,2586000,2283
54857,17771,2585924,2586044,3359
54858,12174,2585924,2586268,2314
54859,9854,2585924,2585971,1891
54860,11485,2585924,2586270,2109
54861,22013,2585924,3559966,4300
54862,10942,2585924,4215025,2132
54863,11677,2585924,2585994,2282
54864,11616,2585924,4393742,2246
54865,16170,2585924,4729149,3208
54866,14198,2585924,4807340,2807
54867,13050,2585924,4807350,2616
54868,12221,2585924,4807388,2425
54869,11134,2585924,4807395,2257
54870,10001,2585924,4807401,2010
54871,8653,2585924,4807409,1707
54872,21790,2585924,5291649,4304
54873,20465,2585924,5291656,4007
54874,27295,2585924,5291665,5377
54875,17545,2585924,4585378,3652
54876,11218,2585924,2585992,2222
54877,10784,2585924,2585990,2122
54878,16236,2585924,2586026,3126
54879,18627,2585924,2586028,3591
54880,13692,2585924,2586030,2559
54881,11247,2585924,2586031,2102
54882,14106,2585924,2586032,2663
54883,16828,2585924,2586034,3227
54884,14384,2585924,2586037,2697
54885,15737,2585924,2586039,2931
54886,16523,2585924,2586042,3139
54887,13734,2585924,2586009,2727
54888,14135,2585924,2586024,2665
54889,12805,2585924,2586005,2548
54890,10153,2585924,2585985,1847
54891,10727,2585924,2585974,2033
54892,10375,2585924,2585975,1947
54893,15362,2585924,2585978,2965
54894,10438,2585924,2585981,2066
54895,10306,2585924,2585982,2012
54896,10790,2585924,2585983,2093
54897,10910,2585924,2585984,2252
54898,10489,2585924,2585987,1905
54899,11494,2585924,2586001,2128
54900,11938,2585924,2586003,2276
54901,12885,2585924,2586022,2387
54902,14658,2585924,2586021,2785
54903,13974,2585924,2586019,2666
54904,12863,2585924,2586018,2359
54905,11654,2585924,2586014,2121
54906,10864,2585924,2586012,2035
54907,14467,2585924,2586011,2815
54908,15959,2585924,2586045,2992
54909,31791,2585924,6926354,6229
54910,31794,2585924,6950077,6230
54911,6435,2585922,2585929,1617
54912,9829,2585922,2585942,2235
54913,8673,2585922,2585943,1701
54914,10423,2585922,2585945,2127
54915,10793,2585922,2585947,2191
54916,12083,2585922,2585951,2415
54917,11387,2585922,2585953,2624
54918,11926,2585922,2585954,2393
54919,7825,2585922,2585955,1620
54920,8480,2585922,2585956,1761
54921,8802,2585922,2585958,1798
54922,8878,2585922,2585939,1789
54923,9281,2585922,2585960,1881
54924,9057,2585922,2585963,1908
54925,9319,2585922,2585964,1885
54926,6451,2585922,2585936,1627
54927,8472,2585922,2585934,2011
54928,7433,2585922,2585932,1797
54929,7864,2585922,2585931,1873
54930,1345,2585922,2585924,278
54931,2458,2585922,2585925,487
54932,9319,2585922,2585926,1912
54933,7550,2585922,2585928,1820
54934,9802,2585922,2585961,2017
54935,7895,2585922,2585938,1858
54936,6949,2585922,2585937,1693
54937,12302,2585922,3454384,2408
54938,13172,2585922,3318744,2526
54939,12328,2585922,2685274,2413
54940,15022,2585922,2586272,3069
54941,15672,2585922,2675985,3200
54942,10966,2585922,2676298,2142
54943,7623,2585922,2685255,1428
54944,7047,2585922,2685262,1683
54945,9383,2585922,2685263,1939
54946,17211,2585922,2685269,3557
54947,7267,2585922,3470029,1372
54948,14767,2585922,3110680,3012
54949,11639,2585922,3318614,2284
54950,12195,2585922,3318682,2281
54951,11296,2585922,3318688,2204
54952,12128,2585922,3318697,2469
54953,13277,2585922,3318701,2761
54954,13521,2585922,3318711,2592
54955,13842,2585922,3318717,2671
54956,9988,2585922,2585972,2051
54957,9149,2585922,2585968,1882
54958,9627,2585922,2585967,1939
54959,12559,2585922,3318732,2343
54960,31243,2585922,6903044,6280
54961,28044,2585922,6860417,5685
54962,11813,2585922,2585996,2449
54963,10671,2585922,2585997,2325
54964,11443,2585922,2586000,2333
54965,17220,2585922,2586044,3410
54966,13519,2585922,2586268,2592
54967,9303,2585922,2585971,1942
54968,11529,2585922,2586270,2241
54969,21462,2585922,3559966,4350
54970,12287,2585922,4215025,2409
54971,11065,2585922,4393742,2296
54972,11390,2585922,2585995,2435
54973,18890,2585922,4585378,3930
54974,15543,2585922,4807340,3084
54975,14395,2585922,4807350,2894
54976,13566,2585922,4807388,2703
54977,12479,2585922,4807395,2534
54978,11346,2585922,4807401,2288
54979,9998,2585922,4807409,1985
54980,21239,2585922,5291649,4354
54981,19915,2585922,5291656,4058
54982,26744,2585922,5291665,5428
54983,27617,2585922,5291667,5553
54984,17515,2585922,4729149,3485
54985,11126,2585922,2585994,2333
54986,10667,2585922,2585992,2273
54987,18076,2585922,2586028,3642
54988,13141,2585922,2586030,2610
54989,10697,2585922,2586031,2152
54990,13556,2585922,2586032,2714
54991,16277,2585922,2586034,3277
54992,13834,2585922,2586037,2748
54993,15186,2585922,2586039,2982
54994,15973,2585922,2586042,3189
54995,13184,2585922,2586009,2778
54996,12254,2585922,2586005,2599
54997,15685,2585922,2586026,3176
54998,11387,2585922,2586003,2327
54999,10177,2585922,2585974,2084
55000,9825,2585922,2585975,1998
55001,14812,2585922,2585978,3015
55002,9887,2585922,2585981,2117
55003,9755,2585922,2585982,2063
55004,10240,2585922,2585983,2144
55005,12255,2585922,2585984,2530
55006,9938,2585922,2585987,1956
55007,10944,2585922,2586001,2178
55008,10233,2585922,2585990,2173
55009,9603,2585922,2585985,1897
55010,13584,2585922,2586024,2716
55011,12334,2585922,2586022,2437
55012,14107,2585922,2586021,2836
55013,13423,2585922,2586019,2716
55014,12313,2585922,2586018,2410
55015,11103,2585922,2586014,2171
55016,10314,2585922,2586012,2086
55017,13917,2585922,2586011,2866
55018,15409,2585922,2586045,3043
55019,31241,2585922,6926354,6280
55020,31244,2585922,6950077,6280
55021,7860,2585921,2585929,1839
55022,10167,2585921,2585943,1851
55023,11917,2585921,2585945,2277
55024,12288,2585921,2585947,2341
55025,13578,2585921,2585951,2565
55026,15125,2585921,2585953,2883
55027,13420,2585921,2585954,2543
55028,9319,2585921,2585955,1770
55029,9975,2585921,2585956,1911
55030,10297,2585921,2585958,1948
55031,10775,2585921,2585960,2031
55032,12972,2585921,2585942,2484
55033,11297,2585921,2585961,2168
55034,10813,2585921,2585964,2035
55035,7876,2585921,2585936,1848
55036,9897,2585921,2585934,2232
55037,8859,2585921,2585932,2019
55038,9289,2585921,2585931,2095
55039,2349,2585921,2585922,412
55040,1688,2585921,2585924,324
55041,3883,2585921,2585925,708
55042,10744,2585921,2585926,2134
55043,8975,2585921,2585928,2042
55044,10551,2585921,2585963,2058
55045,10303,2585921,2585939,2011
55046,9321,2585921,2585938,2079
55047,12963,2585921,3318744,2478
55048,13822,2585921,2685274,2563
55049,14813,2585921,2586272,3020
55050,15463,2585921,2675985,3151
55051,10757,2585921,2676298,2093
55052,7414,2585921,2685255,1379
55053,8472,2585921,2685262,1904
55054,10878,2585921,2685263,2089
55055,17002,2585921,2685269,3508
55056,16261,2585921,3110680,3162
55057,13797,2585921,3454384,2559
55058,12350,2585921,3318732,2294
55059,11986,2585921,3318682,2233
55060,12790,2585921,3318688,2355
55061,13622,2585921,3318697,2619
55062,14695,2585921,3318701,2870
55063,13312,2585921,3318711,2543
55064,13633,2585921,3318717,2622
55065,11482,2585921,2585972,2201
55066,10643,2585921,2585968,2032
55067,11121,2585921,2585967,2090
55068,8374,2585921,2585937,1914
55069,13133,2585921,3318614,2434
55070,7058,2585921,3470029,1323
55071,32599,2585921,6903044,6391
55072,12166,2585921,2585997,2475
55073,12937,2585921,2586000,2484
55074,18714,2585921,2586044,3560
55075,13311,2585921,2586268,2543
55076,10798,2585921,2585971,2092
55077,12622,2585921,2586270,2338
55078,22818,2585921,3559966,4461
55079,12078,2585921,4215025,2361
55080,12560,2585921,4393742,2447
55081,18682,2585921,4585378,3881
55082,13308,2585921,2585996,2599
55083,17307,2585921,4729149,3437
55084,14186,2585921,4807350,2845
55085,13358,2585921,4807388,2654
55086,12270,2585921,4807395,2486
55087,11137,2585921,4807401,2239
55088,9790,2585921,4807409,1936
55089,22595,2585921,5291649,4465
55090,21271,2585921,5291656,4169
55091,28100,2585921,5291665,5538
55092,28973,2585921,5291667,5663
55093,29399,2585921,6860417,5795
55094,15334,2585921,4807340,3036
55095,12885,2585921,2585995,2585
55096,12620,2585921,2585994,2483
55097,14636,2585921,2586030,2760
55098,12191,2585921,2586031,2303
55099,15050,2585921,2586032,2864
55100,17772,2585921,2586034,3428
55101,15328,2585921,2586037,2899
55102,16680,2585921,2586039,3132
55103,17467,2585921,2586042,3340
55104,14678,2585921,2586009,2928
55105,13749,2585921,2586005,2750
55106,12881,2585921,2586003,2477
55107,19571,2585921,2586028,3792
55108,11097,2585921,2585985,2048
55109,11319,2585921,2585975,2148
55110,16306,2585921,2585978,3166
55111,11382,2585921,2585981,2267
55112,11249,2585921,2585982,2213
55113,11734,2585921,2585983,2294
55114,12047,2585921,2585984,2481
55115,11432,2585921,2585987,2106
55116,12438,2585921,2586001,2329
55117,11728,2585921,2585990,2323
55118,12162,2585921,2585992,2423
55119,11671,2585921,2585974,2234
55120,17179,2585921,2586026,3327
55121,15079,2585921,2586024,2866
55122,13828,2585921,2586022,2588
55123,15601,2585921,2586021,2986
55124,14918,2585921,2586019,2867
55125,13807,2585921,2586018,2561
55126,12598,2585921,2586014,2322
55127,11808,2585921,2586012,2236
55128,15411,2585921,2586011,3016
55129,16903,2585921,2586045,3193
55130,32597,2585921,6926354,6390
55131,32599,2585921,6950077,6391
55132,448,2585931,2585932,97
55133,4964,2585931,2585972,1110
55134,6264,2585931,2585968,1276
55135,5310,2585931,2585967,1071
55136,1473,2585931,2585937,287
55137,1117,2585931,2585938,220
55138,2443,2585931,2585939,474
55139,2201,2585931,2585942,419
55140,6217,2585931,2585943,1274
55141,2202,2585931,2585945,416
55142,3323,2585931,2585947,637
55143,10265,2585931,3318717,2099
55144,2826,2585931,2585951,605
55145,3555,2585931,2585954,733
55146,5897,2585931,2585955,1198
55147,5442,2585931,2585956,1067
55148,5616,2585931,2585958,1095
55149,4755,2585931,2585960,1032
55150,2883,2585931,2585961,534
55151,5810,2585931,2585963,1267
55152,5623,2585931,2585964,1128
55153,2310,2585931,2585936,430
55154,679,2585931,2585934,198
55155,3563,2585931,2585953,784
55156,9944,2585931,3318711,2020
55157,11326,2585931,3318701,2347
55158,17902,2585931,5291656,3645
55159,24732,2585931,5291665,5015
55160,25605,2585931,5291667,5140
55161,26031,2585931,6860417,5272
55162,29230,2585931,6903044,5867
55163,7087,2585931,3470029,1693
55164,8020,2585931,3454384,1673
55165,9664,2585931,3318744,1969
55166,8045,2585931,2685274,1678
55167,12607,2585931,2586272,2627
55168,19227,2585931,5291649,3942
55169,13257,2585931,2675985,2758
55170,6396,2585931,2685255,1522
55171,922,2585931,2685262,188
55172,6233,2585931,2685263,1296
55173,14796,2585931,2685269,3115
55174,10401,2585931,3110680,2196
55175,8750,2585931,3318732,1779
55176,9164,2585931,3318614,1911
55177,8603,2585931,3318682,1755
55178,8821,2585931,3318688,1831
55179,9653,2585931,3318697,2096
55180,7401,2585931,2676298,1601
55181,12876,2585931,4807409,2926
55182,14224,2585931,4807401,3229
55183,6505,2585931,2585987,1438
55184,7145,2585931,2586001,1542
55185,6151,2585931,2585990,1339
55186,5605,2585931,2585992,1155
55187,4972,2585931,2585994,1048
55188,4497,2585931,2585995,964
55189,4812,2585931,2585996,1039
55190,5956,2585931,2585997,1238
55191,5739,2585931,2586000,1204
55192,13679,2585931,2586044,2776
55193,12067,2585931,2585984,2779
55194,9942,2585931,2586268,2020
55195,9055,2585931,2586270,1868
55196,19449,2585931,3559966,3937
55197,8452,2585931,4215025,1815
55198,8591,2585931,4393742,1923
55199,16475,2585931,4585378,3488
55200,18236,2585931,4729149,3801
55201,18421,2585931,4807340,4025
