Id,Distance,StationFromUid,StationToUid,Time
63401,11787,2585860,3318682,2292
63402,8864,2585860,2586272,1979
63403,10804,2585860,3318688,2128
63404,8611,2585860,3318701,1879
63405,10009,2585860,3318711,2190
63406,9781,2585860,3318717,2158
63407,13828,2585860,2585972,2738
63408,12613,2585860,2585968,2446
63409,5769,2585860,2585901,1292
63410,2516,2585860,2585863,573
63411,1607,2585860,2585868,308
63412,1524,2585860,2585871,320
63413,747,2585860,2585872,186
63414,9520,2585860,3318697,1854
63415,10730,2585860,2685274,2191
63416,10302,2585860,3318744,2232
63417,10007,2585860,2586268,2190
63418,13049,2585860,2585971,2566
63419,11038,2585860,2586270,2165
63420,4929,2585860,3559966,1050
63421,11823,2585860,4215025,2444
63422,10395,2585860,4393742,2110
63423,7469,2585860,4585378,1735
63424,13408,2585860,4729149,2748
63425,18122,2585860,4807340,3757
63426,19013,2585860,4807350,4111
63427,11079,2585860,2586044,2322
63428,19089,2585860,4807388,4090
63429,19099,2585860,4807401,4226
63430,20001,2585860,4807409,4214
63431,1668,2585860,5291649,381
63432,1992,2585860,5291656,415
63433,4940,2585860,5291665,998
63434,5813,2585860,5291667,1123
63435,6239,2585860,6860417,1255
63436,9439,2585860,6903044,1850
63437,16191,2585860,3470029,3341
63438,10761,2585860,3454384,2215
63439,20906,2585860,4807395,4792
63440,12829,2585860,2586000,2581
63441,12517,2585860,2585997,2524
63442,11545,2585860,2586034,2457
63443,10100,2585860,2586037,2007
63444,11065,2585860,2586039,2334
63445,10895,2585860,2586042,2354
63446,12692,2585860,2586009,2678
63447,12923,2585860,2586005,2697
63448,12055,2585860,2586003,2425
63449,11956,2585860,2585985,2337
63450,14017,2585860,2585974,2771
63451,13568,2585860,2585975,2679
63452,10736,2585860,2586032,2133
63453,11186,2585860,2585978,2275
63454,13237,2585860,2585982,2621
63455,13722,2585860,2585983,2702
63456,15227,2585860,2585984,3418
63457,12292,2585860,2585987,2395
63458,11612,2585860,2586001,2277
63459,12675,2585860,2585990,2572
63460,12905,2585860,2585992,2621
63461,13190,2585860,2585994,2668
63462,14149,2585860,2585995,2866
63463,14212,2585860,2585996,2816
63464,12560,2585860,2585981,2510
63465,14168,2585860,2586031,2864
63466,9408,2585860,2586030,1869
63467,12349,2585860,2586028,2644
63468,12395,2585860,2586026,2678
63469,10699,2585860,2586024,2121
63470,10129,2585860,2586022,1998
63471,12635,2585860,2586021,2509
63472,11837,2585860,2586019,2477
63473,10751,2585860,2586018,2213
63474,11743,2585860,2586014,2305
63475,14058,2585860,2586012,2767
63476,13226,2585860,2586011,2758
63477,9906,2585860,2586045,2095
63478,9436,2585860,6926354,1850
63479,9439,2585860,6950077,1851
63480,17654,2585856,2585929,3359
63481,14181,2585856,2585961,2735
63482,12104,2585856,2585963,2380
63483,12526,2585856,2585964,2429
63484,16557,2585856,2585936,3132
63485,18410,2585856,2585934,3598
63486,17696,2585856,2585932,3374
63487,25626,2585856,2585919,4891
63488,4597,2585856,2585905,1079
63489,4214,2585856,2585906,958
63490,6191,2585856,2585908,1330
63491,13660,2585856,2585960,2598
63492,23462,2585856,2585911,4480
63493,7182,2585856,2585916,1488
63494,21935,2585856,2585917,4265
63495,22317,2585856,2585920,4334
63496,18205,2585856,2585931,3463
63497,21996,2585856,2585921,4233
63498,22326,2585856,2585922,4306
63499,20860,2585856,2585924,4002
63500,18604,2585856,2585925,3563
63501,20943,2585856,2585926,4092
63502,18545,2585856,2585928,3541
63503,5800,2585856,2585913,1279
63504,13181,2585856,2585958,2515
63505,12965,2585856,2585956,2467
63506,5633,2585856,2585880,1135
63507,5189,2585856,2585883,1100
63508,4726,2585856,2585885,1013
63509,6255,2585856,2585888,1289
63510,6272,2585856,2585893,1281
63511,3750,2585856,2585894,876
63512,4462,2585856,2585897,1052
63513,3301,2585856,2585899,785
63514,4555,2585856,2585902,1087
63515,12753,2585856,2585967,2477
63516,4077,2585856,2585876,880
63517,5210,2585856,2585904,1163
63518,17025,2585856,2585938,3255
63519,15735,2585856,2585939,2991
63520,15857,2585856,2585942,3051
63521,13886,2585856,2585943,2714
63522,14802,2585856,2585945,2844
63523,15173,2585856,2585947,2908
63524,14883,2585856,2585951,3009
63525,15236,2585856,2585953,3007
63526,14217,2585856,2585954,2894
63527,12277,2585856,2585955,2319
63528,17028,2585856,2585937,3225
63529,4068,2585856,2585875,900
63530,4468,2585856,2585873,943
63531,10825,2585856,2676298,2259
63532,14804,2585856,2685255,2915
63533,17583,2585856,2685262,3326
63534,11320,2585856,2685263,2183
63535,7643,2585856,2685269,1732
63536,12530,2585856,3110680,2489
63537,10185,2585856,3318732,1940
63538,9269,2585856,3318614,1910
63539,10510,2585856,3318682,1992
63540,9527,2585856,3318688,1829
63541,7198,2585856,2675985,1576
63542,8243,2585856,3318697,1554
63543,8718,2585856,3318711,1896
63544,8489,2585856,3318717,1864
63545,12551,2585856,2585972,2438
63546,11336,2585856,2585968,2146
63547,5504,2585856,2585901,1257
63548,1220,2585856,2585860,319
63549,3699,2585856,2585863,828
63550,1347,2585856,2585868,345
63551,1883,2585856,2585871,475
63552,1929,2585856,2585872,441
63553,7319,2585856,3318701,1586
63554,7573,2585856,2586272,1685
63555,9453,2585856,2685274,1891
63556,11772,2585856,2585971,2266
63557,9761,2585856,2586270,1865
63558,3942,2585856,3559966,882
63559,10546,2585856,4215025,2145
63560,9118,2585856,4393742,1811
63561,6657,2585856,4585378,1516
63562,12421,2585856,4729149,2580
63563,17651,2585856,4807340,3753
63564,17721,2585856,4807350,3817
63565,17797,2585856,4807388,3796
63566,8716,2585856,2586268,1896
63567,19614,2585856,4807395,4499
63568,18710,2585856,4807409,3920
63569,885,2585856,5291649,286
63570,700,2585856,5291656,122
63571,6122,2585856,5291665,1254
63572,6995,2585856,5291667,1378
63573,7421,2585856,6860417,1510
63574,10621,2585856,6903044,2106
63575,14899,2585856,3470029,3047
63576,9484,2585856,3454384,1915
63577,9010,2585856,3318744,1939
63578,17808,2585856,4807401,3932
63579,9802,2585856,2586044,2023
63580,11552,2585856,2586000,2282
63581,8823,2585856,2586037,1708
63582,9788,2585856,2586039,2034
63583,9618,2585856,2586042,2055
63584,11415,2585856,2586009,2378
63585,11646,2585856,2586005,2398
63586,10778,2585856,2586003,2125
63587,10679,2585856,2585985,2037
63588,12740,2585856,2585974,2471
63589,12291,2585856,2585975,2379
63590,9909,2585856,2585978,1976
63591,10268,2585856,2586034,2157
63592,11283,2585856,2585981,2210
63593,12445,2585856,2585983,2402
63594,13935,2585856,2585984,3124
63595,11015,2585856,2585987,2095
63596,10335,2585856,2586001,1977
63597,11398,2585856,2585990,2272
63598,11628,2585856,2585992,2321
63599,11913,2585856,2585994,2368
63600,12872,2585856,2585995,2566
63601,12935,2585856,2585996,2516
63602,11240,2585856,2585997,2224
63603,11960,2585856,2585982,2321
63604,9459,2585856,2586032,1833
63605,12891,2585856,2586031,2564
63606,8131,2585856,2586030,1569
63607,11072,2585856,2586028,2344
63608,11118,2585856,2586026,2379
63609,9422,2585856,2586024,1821
63610,8852,2585856,2586022,1699
63611,11358,2585856,2586021,2209
63612,10560,2585856,2586019,2178
63613,9474,2585856,2586018,1914
63614,10466,2585856,2586014,2006
63615,12781,2585856,2586012,2467
63616,11949,2585856,2586011,2458
63617,8629,2585856,2586045,1795
63618,10618,2585856,6926354,2105
63619,10621,2585856,6950077,2106
63620,17974,2585853,2585929,3383
63621,14502,2585853,2585961,2758
63622,12424,2585853,2585963,2404
63623,12846,2585853,2585964,2453
63624,16877,2585853,2585936,3156
63625,18731,2585853,2585934,3622
63626,18016,2585853,2585932,3397
63627,25946,2585853,2585919,4915
63628,4939,2585853,2585905,1040
63629,5651,2585853,2585906,1123
63630,6532,2585853,2585908,1279
63631,13980,2585853,2585960,2622
63632,23782,2585853,2585911,4504
63633,6779,2585853,2585916,1338
63634,22256,2585853,2585917,4289
63635,22638,2585853,2585920,4358
63636,18525,2585853,2585931,3487
63637,22317,2585853,2585921,4257
63638,22646,2585853,2585922,4330
63639,21180,2585853,2585924,4026
63640,18924,2585853,2585925,3587
63641,21263,2585853,2585926,4116
63642,18866,2585853,2585928,3564
63643,6141,2585853,2585913,1229
63644,13502,2585853,2585958,2539
63645,13286,2585853,2585956,2491
63646,2752,2585853,2585880,502
63647,2765,2585853,2585883,558
63648,2869,2585853,2585885,571
63649,3374,2585853,2585888,656
63650,3591,2585853,2585893,690
63651,3243,2585853,2585894,669
63652,3651,2585853,2585897,724
63653,3399,2585853,2585899,702
63654,4516,2585853,2585902,875
63655,13074,2585853,2585967,2501
63656,2220,2585853,2585876,439
63657,5550,2585853,2585904,1110
63658,17346,2585853,2585938,3279
63659,16055,2585853,2585939,3015
63660,16177,2585853,2585942,3075
63661,14207,2585853,2585943,2738
63662,15123,2585853,2585945,2868
63663,15493,2585853,2585947,2932
63664,15203,2585853,2585951,3033
63665,15557,2585853,2585953,3031
63666,14537,2585853,2585954,2918
63667,12598,2585853,2585955,2343
63668,17348,2585853,2585937,3249
63669,2567,2585853,2585875,475
63670,1787,2585853,2585873,351
63671,15124,2585853,2685255,2939
63672,17904,2585853,2685262,3350
63673,11641,2585853,2685263,2207
63674,5767,2585853,2685269,1319
63675,12850,2585853,3110680,2513
63676,10505,2585853,3318732,1964
63677,9644,2585853,3318614,1865
63678,10831,2585853,3318682,2016
63679,9848,2585853,3318688,1853
63680,8563,2585853,3318697,1578
63681,11126,2585853,2676298,2311
63682,7620,2585853,3318701,1638
63683,8789,2585853,3318717,1916
63684,12872,2585853,2585972,2462
63685,11656,2585853,2585968,2170
63686,4694,2585853,2585901,896
63687,3414,2585853,2585856,673
63688,4272,2585853,2585860,848
63689,6750,2585853,2585863,1357
63690,4131,2585853,2585868,768
63691,4612,2585853,2585871,886
63692,4981,2585853,2585872,970
63693,9018,2585853,3318711,1948
63694,6111,2585853,2675985,1242
63695,6540,2585853,2586272,1509
63696,10082,2585853,2586270,1889
63697,2247,2585853,3559966,475
63698,10867,2585853,4215025,2169
63699,9438,2585853,4393742,1835
63700,4215,2585853,4585378,1040
63701,9687,2585853,4729149,1973
63702,14401,2585853,4807340,2982
63703,15079,2585853,4807350,3074
63704,15156,2585853,4807388,3053
63705,17416,2585853,4807395,3615
63706,12092,2585853,2585971,2290
63707,14982,2585853,4807401,3449
63708,3669,2585853,5291649,709
63709,3789,2585853,5291656,678
63710,9174,2585853,5291665,1782
63711,9207,2585853,5291667,1794
63712,8897,2585853,6860417,1698
63713,13672,2585853,6903044,2634
63714,16774,2585853,3470029,3252
63715,9805,2585853,3454384,1939
63716,9311,2585853,3318744,1991
63717,9774,2585853,2685274,1915
63718,19010,2585853,4807409,3972
63719,9016,2585853,2586268,1948
63720,10123,2585853,2586044,2047
63721,10109,2585853,2586039,2058
63722,9939,2585853,2586042,2079
63723,11735,2585853,2586009,2402
63724,11966,2585853,2586005,2421
63725,11099,2585853,2586003,2149
63726,11000,2585853,2585985,2061
63727,13061,2585853,2585974,2495
63728,12612,2585853,2585975,2403
63729,10230,2585853,2585978,2000
63730,11604,2585853,2585981,2234
63731,9144,2585853,2586037,1732
63732,12281,2585853,2585982,2345
63733,12990,2585853,2585984,3010
63734,11335,2585853,2585987,2119
63735,10656,2585853,2586001,2001
63736,11719,2585853,2585990,2296
63737,11949,2585853,2585992,2345
63738,12234,2585853,2585994,2392
63739,13193,2585853,2585995,2590
63740,13255,2585853,2585996,2540
63741,11561,2585853,2585997,2248
63742,11873,2585853,2586000,2306
63743,12765,2585853,2585983,2426
63744,10588,2585853,2586034,2181
63745,9779,2585853,2586032,1857
63746,13212,2585853,2586031,2588
63747,8452,2585853,2586030,1593
63748,11393,2585853,2586028,2368
63749,11438,2585853,2586026,2403
63750,9743,2585853,2586024,1845
63751,9172,2585853,2586022,1723
63752,11679,2585853,2586021,2233
63753,10881,2585853,2586019,2202
63754,9795,2585853,2586018,1938
63755,10787,2585853,2586014,2030
63756,13101,2585853,2586012,2491
63757,12269,2585853,2586011,2482
63758,8949,2585853,2586045,1819
63759,13670,2585853,6926354,2634
63760,13673,2585853,6950077,2635
63761,21309,2585901,2585929,4000
63762,17836,2585901,2585961,3376
63763,15759,2585901,2585963,3022
63764,16180,2585901,2585964,3070
63765,20212,2585901,2585936,3773
63766,22065,2585901,2585934,4239
63767,21350,2585901,2585932,4015
63768,29281,2585901,2585919,5532
63769,2058,2585901,2585905,559
63770,2550,2585901,2585906,564
63771,2126,2585901,2585908,493
63772,17315,2585901,2585960,3239
63773,27117,2585901,2585911,5121
63774,3679,2585901,2585916,771
63775,25590,2585901,2585917,4906
63776,25972,2585901,2585920,4975
63777,21860,2585901,2585931,4104
63778,25651,2585901,2585921,4874
63779,25980,2585901,2585922,4947
63780,24515,2585901,2585924,4644
63781,22259,2585901,2585925,4204
63782,24598,2585901,2585926,4733
63783,22200,2585901,2585928,4182
63784,3040,2585901,2585913,662
63785,16836,2585901,2585958,3156
63786,16620,2585901,2585956,3108
63787,14165,2585901,3318682,2633
63788,13182,2585901,3318688,2470
63789,11898,2585901,3318697,2196
63790,10954,2585901,3318701,2255
63791,12353,2585901,3318711,2565
63792,12124,2585901,3318717,2533
63793,16206,2585901,2585972,3079
63794,14991,2585901,2585968,2787
63795,1263,2585901,2585902,252
63796,16408,2585901,2585967,3118
63797,12978,2585901,3318614,2482
63798,1369,2585901,2585904,353
63799,20680,2585901,2585938,3897
63800,19389,2585901,2585939,3632
63801,19512,2585901,2585942,3692
63802,17541,2585901,2585943,3355
63803,18457,2585901,2585945,3485
63804,18827,2585901,2585947,3549
63805,18538,2585901,2585951,3650
63806,18891,2585901,2585953,3648
63807,17872,2585901,2585954,3535
63808,15932,2585901,2585955,2960
63809,20683,2585901,2585937,3866
63810,13840,2585901,3318732,2581
63811,16185,2585901,3110680,3131
63812,16944,2585901,4807350,3400
63813,17021,2585901,4807388,3379
63814,19281,2585901,4807395,3942
63815,17998,2585901,4807401,3909
63816,19044,2585901,4807409,4097
63817,5000,2585901,5291649,1036
63818,7123,2585901,5291656,1295
63819,7165,2585901,5291665,1419
63820,6107,2585901,5291667,1226
63821,5796,2585901,6860417,1131
63822,16266,2585901,4807340,3309
63823,10449,2585901,6903044,2064
63824,13139,2585901,3454384,2557
63825,12645,2585901,3318744,2608
63826,13108,2585901,2685274,2533
63827,11208,2585901,2586272,2354
63828,10546,2585901,2675985,2189
63829,14460,2585901,2676298,2928
63830,18459,2585901,2685255,3556
63831,21238,2585901,2685262,3967
63832,14975,2585901,2685263,2824
63833,9031,2585901,2685269,1842
63834,20109,2585901,3470029,3869
63835,11552,2585901,4729149,2300
63836,7384,2585901,4585378,1485
63837,15946,2585901,2585975,3020
63838,13564,2585901,2585978,2617
63839,14938,2585901,2585981,2851
63840,15615,2585901,2585982,2962
63841,16100,2585901,2585983,3043
63842,16006,2585901,2585984,3470
63843,14669,2585901,2585987,2736
63844,13990,2585901,2586001,2618
63845,15053,2585901,2585990,2913
63846,15283,2585901,2585992,2962
63847,16395,2585901,2585974,3112
63848,15568,2585901,2585994,3009
63849,16590,2585901,2585996,3157
63850,14895,2585901,2585997,2865
63851,15207,2585901,2586000,2923
63852,13457,2585901,2586044,2664
63853,12351,2585901,2586268,2565
63854,15427,2585901,2585971,2907
63855,13416,2585901,2586270,2506
63856,3038,2585901,3559966,624
63857,14201,2585901,4215025,2786
63858,12773,2585901,4393742,2452
63859,16527,2585901,2585995,3207
63860,14334,2585901,2585985,2678
63861,14433,2585901,2586003,2766
63862,12284,2585901,2586045,2436
63863,15603,2585901,2586011,3100
63864,16435,2585901,2586012,3108
63865,14121,2585901,2586014,2647
63866,13129,2585901,2586018,2555
63867,14215,2585901,2586019,2819
63868,15013,2585901,2586021,2850
63869,12506,2585901,2586022,2340
63870,13077,2585901,2586024,2462
63871,10447,2585901,6926354,2064
63872,14773,2585901,2586026,3020
63873,11786,2585901,2586030,2210
63874,16546,2585901,2586031,3205
63875,13114,2585901,2586032,2474
63876,13923,2585901,2586034,2798
63877,12478,2585901,2586037,2349
63878,13443,2585901,2586039,2675
63879,13273,2585901,2586042,2696
63880,15070,2585901,2586009,3019
63881,15300,2585901,2586005,3039
63882,14727,2585901,2586028,2986
63883,10450,2585901,6950077,2064
63884,22705,2585807,2585929,4569
63885,19233,2585807,2585961,3945
63886,17155,2585807,2585963,3590
63887,16936,2585807,2585964,3510
63888,21608,2585807,2585936,4342
63889,23462,2585807,2585934,4808
63890,22747,2585807,2585932,4583
63891,23785,2585807,2585919,4812
63892,17902,2585807,2585905,3608
63893,18614,2585807,2585906,3691
63894,18253,2585807,2585908,3579
63895,18711,2585807,2585960,3808
63896,21621,2585807,2585911,4401
63897,19742,2585807,2585916,3906
63898,26987,2585807,2585917,5475
63899,20476,2585807,2585920,4255
63900,23256,2585807,2585931,4673
63901,20155,2585807,2585921,4154
63902,20485,2585807,2585922,4227
63903,19019,2585807,2585924,3923
63904,21160,2585807,2585925,4298
63905,25994,2585807,2585926,5302
63906,23597,2585807,2585928,4750
63907,19104,2585807,2585913,3796
63908,18233,2585807,2585958,3725
63909,18017,2585807,2585956,3677
63910,13360,2585807,2585827,2972
63911,14283,2585807,2585830,3102
63912,16472,2585807,2585835,3429
63913,13386,2585807,2585837,2803
63914,14471,2585807,2585838,3098
63915,14012,2585807,2585839,2705
63916,17256,2585807,2585843,3573
63917,17813,2585807,2585899,3479
63918,16718,2585807,2585902,3278
63919,17157,2585807,2585967,3567
63920,11502,2585807,2585844,2201
63921,17471,2585807,2585904,3448
63922,22077,2585807,2585938,4465
63923,20786,2585807,2585939,4201
63924,19806,2585807,2585942,4094
63925,18938,2585807,2585943,3924
63926,19854,2585807,2585945,4054
63927,20224,2585807,2585947,4118
63928,18915,2585807,2585951,3907
63929,20194,2585807,2585953,4129
63930,18249,2585807,2585954,3792
63931,17329,2585807,2585955,3529
63932,22079,2585807,2585937,4435
63933,8468,2585807,2585825,1777
63934,5487,2585807,2585821,1097
63935,16719,2585807,2585871,3226
63936,17087,2585807,2585872,3310
63937,16119,2585807,2585873,3142
63938,16431,2585807,2585875,3148
63939,13923,2585807,2585876,2723
63940,15053,2585807,2585880,2893
63941,16058,2585807,2585883,3124
63942,16576,2585807,2585885,3294
63943,14292,2585807,2585888,2784
63944,15382,2585807,2585893,3041
63945,16237,2585807,2585868,3108
63946,16825,2585807,2585894,3311
63947,12253,2585807,2585850,2377
63948,11354,2585807,2585848,2183
63949,11216,2585807,2585846,2164
63950,8596,2585807,2585824,1722
63951,1419,2585807,2585808,397
63952,3130,2585807,2585809,731
63953,2233,2585807,2585811,450
63954,3677,2585807,2585814,756
63955,7402,2585807,2585817,1459
63956,4680,2585807,2585820,997
63957,16615,2585807,2585897,3291
63958,18856,2585807,2585863,3697
63959,16378,2585807,2585860,3188
63960,16724,2585807,2685274,3444
63961,12843,2585807,2586272,2704
63962,12823,2585807,2675985,2694
63963,15186,2585807,2676298,3131
63964,17467,2585807,2685255,3614
63965,22635,2585807,2685262,4536
63966,16371,2585807,2685263,3393
63967,10868,2585807,2685269,2304
63968,19209,2585807,3110680,4020
63969,14456,2585807,3318732,2965
63970,13465,2585807,3318744,2819
63971,13755,2585807,3318614,2881
63972,14417,2585807,3318688,2999
63973,14929,2585807,3318697,3184
63974,14005,2585807,3318701,2966
63975,13101,2585807,3318711,2765
63976,12795,2585807,3318717,2693
63977,16880,2585807,2585972,3497
63978,16387,2585807,2585968,3356
63979,16173,2585807,2585901,3180
63980,13148,2585807,2585853,2537
63981,18795,2585807,2585856,3857
63982,14495,2585807,3318682,2968
63983,16699,2585807,3454384,3440
63984,16143,2585807,3470029,3348
63985,16895,2585807,2586000,3525
63986,21926,2585807,2586044,4487
63987,13395,2585807,2586268,2799
63988,17115,2585807,2585971,3509
63989,14535,2585807,2586270,2998
63990,13925,2585807,3559966,2724
63991,15109,2585807,4215025,3203
63992,14423,2585807,4393742,3089
63993,11571,2585807,4585378,2561
63994,4564,2585807,4729149,894
63995,16987,2585807,2585997,3537
63996,4740,2585807,4807340,1014
63997,6698,2585807,4807388,1415
63998,7934,2585807,4807395,1837
63999,9614,2585807,4807401,2136
64000,10185,2585807,4807409,2315
64001,15775,2585807,5291649,3049
64002,18095,2585807,5291656,3736
64003,23228,2585807,5291665,4553
64004,22170,2585807,5291667,4361
64005,21860,2585807,6860417,4265
64006,26512,2585807,6903044,5199
64007,5770,2585807,4807350,1250
64008,18129,2585807,2585996,3661
64009,17706,2585807,2585995,3647
64010,17215,2585807,2586031,3495
64011,18262,2585807,2586032,3791
64012,20983,2585807,2586034,4355
64013,18540,2585807,2586037,3826
64014,19892,2585807,2586039,4059
64015,20679,2585807,2586042,4267
64016,17918,2585807,2586009,3819
64017,16988,2585807,2586005,3641
64018,16121,2585807,2586003,3368
64019,16022,2585807,2585985,3280
64020,17847,2585807,2586030,3687
64021,17360,2585807,2585974,3563
64022,19518,2585807,2585978,4093
64023,16210,2585807,2585981,3278
64024,16180,2585807,2585982,3366
64025,16767,2585807,2585983,3435
64026,11390,2585807,2585984,2307
64027,15933,2585807,2585987,3218
64028,15678,2585807,2586001,3220
64029,16549,2585807,2585990,3385
64030,16983,2585807,2585992,3485
64031,17442,2585807,2585994,3545
64032,16794,2585807,2585975,3440
64033,22782,2585807,2586028,4719
64034,20419,2585807,2586026,4218
64035,17253,2585807,2586024,3448
64036,16399,2585807,2586022,3293
64037,18841,2585807,2586021,3877
64038,18157,2585807,2586019,3758
64039,17000,2585807,2586018,3475
64040,15809,2585807,2586014,3249
64041,17157,2585807,2586012,3505
64042,18651,2585807,2586011,3907
64043,20115,2585807,2586045,4120
64044,26510,2585807,6926354,5198
64045,26513,2585807,6950077,5199
64046,1315,2585968,2585972,283
64047,19405,2585968,6860417,4007
64048,22604,2585968,6903044,4602
64049,6453,2585968,3470029,1388
64050,3663,2585968,3454384,730
64051,3093,2585968,3318744,731
64052,3689,2585968,2685274,735
64053,6138,2585968,2586272,1349
64054,6497,2585968,2675985,1442
64055,2709,2585968,2676298,708
64056,4803,2585968,2685255,1074
64057,18978,2585968,5291667,3875
64058,6369,2585968,2685262,1218
64059,8036,2585968,2685269,1799
64060,5588,2585968,3110680,1184
64061,2139,2585968,3318732,491
64062,3000,2585968,3318614,606
64063,2032,2585968,3318682,478
64064,2656,2585968,3318688,526
64065,3488,2585968,3318697,791
64066,4638,2585968,3318701,1083
64067,3472,2585968,3318711,785
64068,3777,2585968,3318717,882
64069,721,2585968,2685263,129
64070,18105,2585968,5291665,3750
64071,11276,2585968,5291656,2380
64072,1772,2585968,2585992,427
64073,2231,2585968,2585994,487
64074,2495,2585968,2585995,589
64075,2918,2585968,2585996,603
64076,1776,2585968,2585997,479
64077,2526,2585968,2586000,539
64078,8581,2585968,2586044,1732
64079,3470,2585968,2586268,784
64080,535,2585968,2585971,111
64081,2890,2585968,2586270,563
64082,1338,2585968,2585990,327
64083,12823,2585968,3559966,2672
64084,2426,2585968,4393742,618
64085,9715,2585968,4585378,2172
64086,11625,2585968,4729149,2513
64087,10973,2585968,4807340,2392
64088,11042,2585968,4807350,2457
64089,11119,2585968,4807388,2436
64090,12943,2585968,4807395,2873
64091,9225,2585968,4807401,1989
64092,10463,2585968,4807409,2324
64093,12600,2585968,5291649,2676
64094,1840,2585968,4215025,527
64095,2305,2585968,2586001,500
64096,1299,2585968,2585987,278
64097,3695,2585968,2586022,759
64098,4945,2585968,2586024,1038
64099,6506,2585968,2586026,1348
64100,9437,2585968,2586028,1964
64101,4502,2585968,2586030,932
64102,1961,2585968,2586031,489
64103,4917,2585968,2586032,1036
64104,7638,2585968,2586034,1599
64105,5195,2585968,2586037,1070
64106,6547,2585968,2586039,1304
64107,4928,2585968,2586021,1008
64108,7334,2585968,2586042,1511
64109,3075,2585968,2586005,771
64110,2208,2585968,2586003,499
64111,964,2585968,2585985,219
64112,1504,2585968,2585974,316
64113,1055,2585968,2585975,224
64114,6173,2585968,2585978,1337
64115,992,2585968,2585981,271
64116,860,2585968,2585982,217
64117,1345,2585968,2585983,298
64118,6441,2585968,2585984,1442
64119,4005,2585968,2586009,950
64120,4245,2585968,2586019,888
64121,15915,3318717,6860417,3199
64122,6441,3318717,3470029,1194
64123,16633,2685262,4807350,3691
64124,17782,2685262,4807340,3881
64125,17581,2685262,4729149,3674
64126,15627,2685262,4585378,3293
64127,7936,2685262,4393742,1796
64128,7797,2685262,4215025,1688
64129,18333,2685262,3559966,3851
64130,28111,2685262,6926354,5780
64131,28114,2685262,6950077,5781
64132,5592,2685255,3318717,1184
64133,7652,2685255,4807409,1602
64134,14554,2685255,5291649,3026
64135,13230,2685255,5291656,2730
64136,20059,2685255,5291665,4100
64137,20932,2685255,5291667,4225
64138,21359,2685255,6860417,4357
64139,24558,2685255,6903044,4952
64140,1862,2685255,3470029,369
64141,8253,2685255,3454384,1683
64142,5462,2685255,3318744,1133
64143,9000,2685255,4807401,1906
64144,8278,2685255,2685274,1688
64145,5334,2685255,2685263,1214
64146,10203,2685255,2685269,2294
64147,10457,2685255,3110680,2154
64148,4849,2685255,3318732,950
64149,5631,2685255,3318614,1102
64150,4485,2685255,3318682,888
64151,5268,2685255,3318688,1021
64152,6710,2685255,3318697,1418
64153,6654,2685255,3318701,1431
64154,5272,2685255,3318711,1105
64155,6992,2685255,2685262,1677
64156,10133,2685255,4807395,2152
64157,11221,2685255,4807388,2321
64158,12049,2685255,4807350,2512
64159,13197,2685255,4807340,2702
64160,15169,2685255,4729149,3103
64161,11882,2685255,4585378,2667
64162,5816,2685255,4393742,1276
64163,4577,2685255,4215025,1016
64164,14777,2685255,3559966,3022
64165,24556,2685255,6926354,4952
64166,24559,2685255,6950077,4952
64167,2533,2676298,3318717,572
64168,11495,2676298,5291649,2415
64169,10171,2676298,5291656,2118
64170,17000,2676298,5291665,3488
64171,17873,2676298,5291667,3613
64172,18300,2676298,6860417,3745
64173,21499,2676298,6903044,4340
64174,5010,2676298,3470029,1044
64175,4879,2676298,3454384,957
64176,2403,2676298,3318744,522
64177,4904,2676298,2685274,961
64178,9020,2676298,4807409,1980
64179,3360,2676298,2685255,730
64180,3125,2676298,2685263,692
64181,6992,2676298,2685269,1535
64182,7398,2676298,3110680,1542
64183,1790,2676298,3318732,338
64184,2572,2676298,3318614,490
64185,1426,2676298,3318682,277
64186,2209,2676298,3318688,409
64187,3651,2676298,3318697,806
64188,3595,2676298,3318701,820
64189,2212,2676298,3318711,493
64190,6782,2676298,2685262,1491
64191,10368,2676298,4807401,2283
64192,11501,2676298,4807395,2530
64193,12588,2676298,4807388,2698
64194,10714,2676298,4807350,2393
64195,10644,2676298,4807340,2328
64196,11296,2676298,4729149,2449
64197,8672,2676298,4585378,1908
64198,2756,2676298,4393742,665
64199,1518,2676298,4215025,404
64200,11718,2676298,3559966,2410
64201,21497,2676298,6926354,4340
64202,21499,2676298,6950077,4340
64203,3080,2675985,3318717,651
64204,6623,2675985,5291656,1391
64205,13453,2675985,5291665,2761
64206,14326,2675985,5291667,2885
64207,14752,2675985,6860417,3017
64208,17951,2675985,6903044,3613
64209,8553,2675985,3470029,1691
64210,7036,2675985,3454384,1385
64211,3750,2675985,3318744,778
64212,7062,2675985,2685274,1389
64213,5470,2675985,2676298,1092
64214,7948,2675985,5291649,1687
64215,8637,2675985,2685255,1718
64216,6709,2675985,2685263,1338
64217,1836,2675985,2685269,437
64218,8182,2675985,3110680,1616
64219,5024,2675985,3318732,999
64220,4003,2675985,3318614,803
64221,5062,2675985,3318682,1002
64222,4791,2675985,3318688,964
64223,3866,2675985,3318697,824
64224,2257,2675985,3318701,478
64225,3386,2675985,3318711,724
64226,12972,2675985,2685262,2481
64227,11612,2675985,4807409,2479
64228,10021,2675985,4807401,2227
64229,11827,2675985,4807395,2794
